sample_idx,dataset,model,split,image_id,case_id,resampling_level,base_dice,failure70,failure80,severe50,sprc_cb_score,sam_confidence_risk
79,ISIC2018,SAM ViT-B,calib,ISIC_0021050,ISIC_0021050,image,0.8729840646272691,0,0,0,0.4596874999999999,0.02978515625
80,ISIC2018,SAM ViT-B,calib,ISIC_0021616,ISIC_0021616,image,0.9267130770845812,0,0,0,0.1616666666666666,0.01611328125
81,ISIC2018,SAM ViT-B,calib,ISIC_0021648,ISIC_0021648,image,0.895186748483669,0,0,0,0.3783333333333333,0.03564453125
82,ISIC2018,SAM ViT-B,calib,ISIC_0021751,ISIC_0021751,image,0.9704680757382012,0,0,0,0.7159375,0.0458984375
83,ISIC2018,SAM ViT-B,calib,ISIC_0021893,ISIC_0021893,image,0.8815393073649113,0,0,0,0.8254166666666667,0.07177734375
84,ISIC2018,SAM ViT-B,calib,ISIC_0022444,ISIC_0022444,image,0.8316181834597254,0,0,0,0.3571875,0.0166015625
85,ISIC2018,SAM ViT-B,calib,ISIC_0022551,ISIC_0022551,image,0.9066979034651906,0,0,0,0.887375,0.1181640625
86,ISIC2018,SAM ViT-B,calib,ISIC_0022662,ISIC_0022662,image,0.849486606031952,0,0,0,0.5538541666666668,0.04638671875
87,ISIC2018,SAM ViT-B,calib,ISIC_0022733,ISIC_0022733,image,0.938526516512156,0,0,0,0.4386666666666666,0.03662109375
88,ISIC2018,SAM ViT-B,calib,ISIC_0022845,ISIC_0022845,image,0.8484070145063791,0,0,0,0.326,0.033203125
89,ISIC2018,SAM ViT-B,calib,ISIC_0022928,ISIC_0022928,image,0.8344919988510542,0,0,0,0.95,0.17236328125
90,ISIC2018,SAM ViT-B,calib,ISIC_0023804,ISIC_0023804,image,0.8228482907930018,0,0,0,0.304,0.03076171875
91,ISIC2018,SAM ViT-B,calib,ISIC_0036088,ISIC_0036088,image,0.9291015024291672,0,0,0,0.1846666666666666,0.02099609375
92,ISIC2018,SAM ViT-B,calib,ISIC_0036103,ISIC_0036103,image,0.9422658976482594,0,0,0,0.2568333333333333,0.0244140625
93,ISIC2018,SAM ViT-B,calib,ISIC_0036119,ISIC_0036119,image,0.937974896975346,0,0,0,0.2028333333333333,0.01806640625
94,ISIC2018,SAM ViT-B,calib,ISIC_0036137,ISIC_0036137,image,0.9842488718332298,0,0,0,0.5603125,0.04296875
95,ISIC2018,SAM ViT-B,calib,ISIC_0036145,ISIC_0036145,image,0.9211766032000844,0,0,0,0.5992500000000001,0.05224609375
96,ISIC2018,SAM ViT-B,calib,ISIC_0036298,ISIC_0036298,image,0.8411085481590719,0,0,0,0.6795,0.0439453125
97,ISIC2018,SAM ViT-B,calib,ISIC_0012576,ISIC_0012576,image,0.7569527708729583,0,1,0,0.3063541666666667,0.02978515625
98,ISIC2018,SAM ViT-B,calib,ISIC_0018680,ISIC_0018680,image,0.8432080840931712,0,0,0,0.748,0.07177734375
99,ISIC2018,SAM ViT-B,calib,ISIC_0023936,ISIC_0023936,image,0.8603313043214976,0,0,0,0.4875,0.04345703125
100,ISIC2018,SAM ViT-B,test,ISIC_0000008,ISIC_0000008,image,0.9567747986318004,0,0,0,0.1551666666666666,0.00732421875
101,ISIC2018,SAM ViT-B,test,ISIC_0000036,ISIC_0000036,image,0.961303706845272,0,0,0,0.7284375,0.06787109375
102,ISIC2018,SAM ViT-B,test,ISIC_0000091,ISIC_0000091,image,0.9704806777136036,0,0,0,0.2575,0.009765625
103,ISIC2018,SAM ViT-B,test,ISIC_0000107,ISIC_0000107,image,0.8901410100647952,0,0,0,0.6536666666666667,0.044921875
104,ISIC2018,SAM ViT-B,test,ISIC_0000122,ISIC_0000122,image,0.8898675709544503,0,0,0,0.4323333333333333,0.0361328125
105,ISIC2018,SAM ViT-B,test,ISIC_0000211,ISIC_0000211,image,0.8038644319715379,0,0,0,0.29,0.02880859375
106,ISIC2018,SAM ViT-B,test,ISIC_0000320,ISIC_0000320,image,0.8822020762553269,0,0,0,0.425,0.0302734375
107,ISIC2018,SAM ViT-B,test,ISIC_0000365,ISIC_0000365,image,0.8145722548745392,0,0,0,0.3266666666666666,0.0263671875
108,ISIC2018,SAM ViT-B,test,ISIC_0000367,ISIC_0000367,image,0.8743168248756472,0,0,0,0.8340624999999999,0.07177734375
109,ISIC2018,SAM ViT-B,test,ISIC_0000458,ISIC_0000458,image,0.8474334326490618,0,0,0,0.8475,0.08837890625
110,ISIC2018,SAM ViT-B,test,ISIC_0000999,ISIC_0000999,image,0.901492885921717,0,0,0,0.764,0.0947265625
111,ISIC2018,SAM ViT-B,test,ISIC_0001119,ISIC_0001119,image,0.8373998378060691,0,0,0,0.2716666666666666,0.0283203125
112,ISIC2018,SAM ViT-B,test,ISIC_0003346,ISIC_0003346,image,0.881957638338964,0,0,0,0.2774999999999999,0.0234375
113,ISIC2018,SAM ViT-B,test,ISIC_0005666,ISIC_0005666,image,0.8426175265228266,0,0,0,0.673,0.05029296875
114,ISIC2018,SAM ViT-B,test,ISIC_0008029,ISIC_0008029,image,0.8025124965334396,0,0,0,0.713125,0.08203125
115,ISIC2018,SAM ViT-B,test,ISIC_0008524,ISIC_0008524,image,0.7968644386378531,0,1,0,0.3924999999999999,0.03173828125
116,ISIC2018,SAM ViT-B,test,ISIC_0008998,ISIC_0008998,image,0.755092499145243,0,1,0,0.9335,0.1064453125
117,ISIC2018,SAM ViT-B,test,ISIC_0009868,ISIC_0009868,image,0.8155996697056076,0,0,0,0.40625,0.0390625
118,ISIC2018,SAM ViT-B,test,ISIC_0009925,ISIC_0009925,image,0.8968053885900028,0,0,0,0.7025,0.04443359375
119,ISIC2018,SAM ViT-B,test,ISIC_0009966,ISIC_0009966,image,0.9179565828136372,0,0,0,0.2941666666666666,0.02880859375
120,ISIC2018,SAM ViT-B,test,ISIC_0009995,ISIC_0009995,image,0.9662254338937762,0,0,0,0.4466666666666666,0.01416015625
121,ISIC2018,SAM ViT-B,test,ISIC_0010021,ISIC_0010021,image,0.8925578367474032,0,0,0,0.7428125,0.04736328125
122,ISIC2018,SAM ViT-B,test,ISIC_0010069,ISIC_0010069,image,0.866240155769209,0,0,0,0.4096875,0.0390625
123,ISIC2018,SAM ViT-B,test,ISIC_0010191,ISIC_0010191,image,0.8205739660796144,0,0,0,0.9235416666666668,0.08154296875
